iter,time,reward,steps,convergence
1,0.013708436,-668.27,300.0,89.59
2,0.016808692999999986,-623.3,298.78,80.22851
3,0.021123871999999988,-430.69,299.29,70.81850999999999
4,0.02517933,-685.2,298.87,61.40850999999999
5,0.029612717999999982,-421.64,300.0,53.50850999999999
6,0.032354263999999966,-308.05,300.0,44.09850999999999
7,0.03661856100000005,-299.0,300.0,34.198659200152704
8,0.038648687000000015,-299.0,300.0,24.298659907203614
9,0.039801637000000056,-299.0,300.0,14.398659961286327
10,0.04168412500000007,-299.0,300.0,4.4986605549529886
11,0.04361891800000017,-299.0,300.0,4.008668934824605
12,0.04464909600000011,-299.0,300.0,3.470159208059118
13,0.04642926700000016,-299.0,300.0,2.980159227237439
14,0.047527201000000074,-299.0,300.0,2.4901604913938415
15,0.04847360300000014,-299.0,300.0,0.4901606027352557
