iter,time,reward,steps,convergence
1,0.0010804469999996513,-225.0,192.72,107.1
2,0.0019766560000000766,-247.9,196.26,100.058850732141
3,0.0031010689999995122,-210.34,187.16,94.60024101828753
4,0.0034095890000003237,-282.78,194.96,87.3144542318385
5,0.0037625140000017154,-263.2,199.44,78.14345423183849
6,0.004345349000004717,-418.1,181.48,68.9724542318385
7,0.005975503000005489,-285.12,196.66,59.88245422607232
8,0.006945799000003916,-203.64,200.0,49.988939434893474
9,0.008001497000005742,-205.38,200.0,42.69962196988754
10,0.008880350000005421,-235.86,200.0,35.15106648760964
11,0.00991198700000595,-229.08,200.0,19.897739001129636
12,0.010774419000004087,-235.54,200.0,19.103907166131723
13,0.01169133500000541,-238.44,200.0,17.03243564729467
14,0.012554926000003519,-227.6,200.0,16.73838505686485
15,0.013468601000003133,-218.14,200.0,18.550245331528146
16,0.01433114800000368,-242.26,199.48,24.68750939499879
17,0.01520211600000465,-223.36,200.0,24.138263535578016
18,0.01609248400000496,-222.2,200.0,28.580627146143975
19,0.0169632400000026,-203.64,200.0,28.561549650083037
20,0.0178236480000038,-203.06,200.0,26.254593621055108
21,0.018728980000002338,-204.62,200.0,23.5082795388365
22,0.019591438000002626,-200.16,200.0,21.44327122214232
23,0.020448222000002403,-200.74,200.0,19.073408544258672
24,0.021305218000001958,-202.48,200.0,16.753245923007295
25,0.02223176800000104,-201.32,200.0,14.212385648363362
26,0.023160743000001816,-204.8,200.0,9.633612077727943
27,0.02401832100000334,-202.88,199.3,9.607967267911949
28,0.02490002000000402,-200.66,199.04,5.1614695417748155
29,0.025756566000001868,-204.22,200.0,2.572311811111561
30,0.026612946000003745,-201.9,200.0,2.5979386933542785
31,0.027479898000002834,-203.64,200.0,2.597602411906493
32,0.028381227000004117,-201.9,200.0,2.5975918314968327
33,0.02924786700000226,-201.32,200.0,5.211568199012265
34,0.030109189000004477,-205.96,200.0,5.23539333631531
35,0.030979043000005646,-223.56,198.74,7.868671659391211
36,0.03184383400000712,-208.28,200.0,8.193352226575708
37,0.032733921000005495,-203.64,200.0,7.9582605565264135
38,0.0335860420000067,-204.8,200.0,7.955952096426579
39,0.03444569200000558,-206.34,197.76,7.953506683966656
40,0.03529585300000804,-201.9,200.0,7.883391313073558
41,0.036146062000010915,-202.48,200.0,7.883369182183228
42,0.03699908800001239,-200.16,200.0,10.468407469103912
43,0.037853969000011034,-201.32,200.0,8.087162988584296
44,0.03873584500001215,-200.16,200.0,8.065665729175695
45,0.039594071000010445,-202.48,200.0,5.432410684878076
46,0.040449761000012074,-204.22,200.0,5.430239626495765
47,0.04131309600001032,-199.58,200.0,7.781718359606897
48,0.042172760000010356,-201.32,200.0,7.781675936348885
49,0.04303066400001043,-202.48,200.0,7.7816759381909035
50,0.0440554870000085,-201.32,200.0,7.781675938530033
51,0.045401990000005554,-199.58,200.0,7.781675919569378
52,0.046370947000003326,-202.48,200.0,5.196637690404307
53,0.04730395600000392,-201.9,200.0,4.965942673629347
54,0.048164848000002536,-200.74,200.0,5.198787496795788
55,0.04902964900000484,-210.86,200.0,5.222281488291212
56,0.04988826500000343,-202.48,200.0,2.612283579614524
57,0.05078515200000311,-201.9,200.0,0.2609964874766263
