iter,time,reward,steps,convergence
1,0.001030262000000448,-251.6,191.88,91.71000000000001
2,0.0020100879999986887,-221.78,197.02,82.62
3,0.0028706309999968482,-221.06,196.86,72.72810000000001
4,0.0037379139999984545,-225.88,199.72,65.17710000000001
5,0.00460170099999857,-219.68,196.14,55.77065100000001
6,0.005519185999997234,-224.1,194.94,46.68057000000001
7,0.005955484999997651,-208.72,199.44,41.227741713141015
8,0.006822822999996703,-201.28,200.0,31.351443114646294
9,0.007681849999993773,-223.4,197.98,22.18044311464629
10,0.008548240999996182,-200.74,200.0,12.345351857936638
11,0.009454357999995722,-205.38,200.0,9.735354389131366
12,0.010377610999995568,-202.48,200.0,8.927466408801573
13,0.011308712999994697,-202.48,200.0,9.176820248139746
14,0.012269640999996057,-200.16,200.0,6.828075384902801
15,0.013178722999995784,-201.9,200.0,6.341059397475126
16,0.014107080999995247,-204.8,200.0,5.531140422531631
17,0.015015315999992396,-207.12,200.0,1.0840025241631124
18,0.015937281999992337,-209.44,200.0,1.0603011266504736
19,0.01688984099999047,-203.64,200.0,3.1709045656325445
20,0.018101751999992644,-204.22,200.0,3.4726604717258027
21,0.01896460899999397,-204.22,200.0,3.4726580010068617
22,0.019827987999992303,-205.38,200.0,3.470545983035154
23,0.020705572999990096,-204.22,200.0,3.213092247877468
24,0.021563283999988414,-249.46,200.0,6.2195667354214805
25,0.02241974899999022,-205.38,200.0,6.2400922894681345
26,0.023280902999989195,-206.76,200.0,6.240333375789616
27,0.02413677099998779,-203.06,200.0,6.240540670669804
28,0.024999210999986587,-201.9,200.0,6.240809487302374
29,0.025857968999989822,-202.48,200.0,3.4012082940172306
30,0.02699078399998811,-199.58,200.0,3.03454389247691
31,0.027850226999987626,-200.74,200.0,4.869306932728074
32,0.028708851999986962,-207.12,200.0,7.458151624837282
33,0.029584170999989112,-212.34,200.0,10.039859680730093
34,0.030477178999987586,-206.54,200.0,7.033303423650118
35,0.031438256999987146,-200.86,197.5,7.008712482009519
36,0.03234269699998649,-214.06,199.78,7.008471407952145
37,0.03400437399998779,-207.7,200.0,7.008230362307183
38,0.035488147999984676,-235.14,198.72,24.473270517062577
39,0.0370530989999871,-243.7,200.0,26.824786930821034
40,0.03875370799998734,-204.22,200.0,29.38128574442548
41,0.03976999699998629,-203.64,200.0,27.546522879314388
42,0.041311282999984655,-225.68,200.0,25.163468002780135
43,0.042182713999984855,-226.84,200.0,22.583606165943856
44,0.043077097999983494,-219.88,200.0,22.583447308985132
45,0.04394766799998351,-205.38,200.0,25.188691022811412
46,0.04481058799998294,-201.32,200.0,25.191040033878572
47,0.045721468999982307,-226.84,200.0,27.80101648158411
48,0.046643314999979424,-202.48,200.0,12.684709857824087
49,0.04759486299997917,-203.64,200.0,10.356681221885967
50,0.0486237779999783,-208.86,200.0,10.36572166393475
51,0.05148771099997873,-223.36,200.0,13.203831123158448
52,0.052500799999979364,-227.98,199.46,13.302421777544634
53,0.05340751399997856,-216.4,200.0,15.917287075626637
54,0.054315200999976554,-213.46,199.66,15.919407405938031
55,0.05518067699997786,-215.82,200.0,13.530768503608556
56,0.05604245799997898,-216.98,200.0,15.376390604571217
57,0.05689291599997759,-225.1,200.0,14.483497176152039
58,0.05774953599997801,-225.68,200.0,14.539122659622638
59,0.05860219899997787,-219.92,198.58,17.125653579906746
60,0.05956382499997659,-225.48,197.76,16.931745673015197
61,0.0604137949999739,-201.9,200.0,16.647934707792814
62,0.061269105999972595,-203.64,200.0,16.369097223429343
63,0.062123465999974314,-201.9,200.0,13.752641031983288
64,0.06297655399997382,-200.74,200.0,13.750549389210864
65,0.06383375399997249,-205.96,200.0,16.16221541257728
66,0.06475072099997092,-203.64,200.0,14.337920927611657
67,0.06562595699996976,-200.74,200.0,12.623103261989518
68,0.06653273899997103,-203.64,200.0,10.21849612236063
69,0.06745167199997226,-203.06,200.0,7.608475202235924
70,0.06835539599997276,-205.38,200.0,5.2368436058677235
71,0.06925276799997349,-201.9,200.0,2.682544876252443
72,0.070162159999974,-227.32,196.4,3.0804759716363916
73,0.0708202769999744,-238.44,200.0,5.713324878186313
74,0.071734607999975,-202.26,200.0,5.717736696867017
75,0.07264130799997304,-203.06,200.0,3.087437776137757
76,0.07354717499997321,-226.86,197.94,3.3682897669347343
77,0.07444673799997403,-237.34,193.32,6.408913042415217
78,0.07539421999997487,-229.56,200.0,9.019125855487811
79,0.07625750999997649,-226.84,200.0,11.60522458520742
80,0.07712146899997663,-205.56,200.0,14.221413736711634
81,0.07797652299997893,-203.06,200.0,14.247862340815994
82,0.07883380399997719,-201.9,200.0,14.040629135086494
83,0.07969411399997739,-202.48,200.0,11.407530690496074
84,0.0805831139999782,-202.48,200.0,11.403075734532322
85,0.08150879999997684,-201.9,200.0,11.402634196327721
86,0.082541419999977,-218.96,199.96,11.098754546354927
87,0.08342730999997627,-200.16,200.0,8.055936266665547
88,0.08417457899997416,-197.14,188.92,5.917561390772667
89,0.08509485899997316,-198.52,197.48,5.965886726813862
90,0.08597842899997588,-206.54,200.0,3.584711194684549
91,0.08700921999997391,-201.9,200.0,3.558901128747789
92,0.08787507999997501,-206.54,200.0,3.34268311356753
93,0.08878107399997504,-192.22,193.76,3.342677742744949
94,0.08941551099997369,-192.88,194.72,3.3426777766121645
95,0.09037198699997617,-195.28,195.68,5.715917638084906
96,0.09125664899997332,-199.34,199.46,5.715314429323563
97,0.09217762599997315,-258.78,197.12,8.329285127025623
98,0.09308005799997332,-203.06,200.0,10.475799902378721
99,0.09402293999997369,-202.16,198.22,7.864659171364336
100,0.09491795799997504,-235.54,200.0,12.312552135649392
101,0.09577754799997606,-220.46,200.0,12.431336777290605
102,0.09664144999997859,-227.42,200.0,15.024372048768623
103,0.09786132999997577,-222.78,200.0,15.39858447131726
104,0.09872133399997551,-205.14,197.1,15.773692289944472
105,0.09958485299997832,-230.5,200.0,16.01045622533982
106,0.10044458299997672,-203.56,196.98,20.693382964941627
107,0.10134971499997647,-199.46,199.28,18.11859851584024
108,0.10221447699997555,-193.7,195.54,15.500286042055043
109,0.10306951699997313,-197.04,195.98,17.84566125127399
110,0.10393201699997334,-194.12,196.54,13.162944727994534
111,0.10479444799997495,-206.94,200.0,13.043590566859375
112,0.10498710799997468,-201.9,200.0,10.450532442157703
113,0.10584677099997464,-236.12,200.0,14.764827816710328
114,0.10680458099997381,-224.12,197.84,17.268319828254096
115,0.10766565099997294,-200.3,198.68,15.08028194113704
116,0.10853058899997592,-203.64,200.0,12.754016947520956
117,0.10938575699997699,-203.64,200.0,15.543905958671393
118,0.11024048699997735,-231.48,199.12,18.154682080252133
119,0.1111066619999761,-205.96,200.0,18.13578267939539
120,0.11196440099997673,-199.0,200.0,20.561935001950424
121,0.11288134299997665,-201.32,200.0,20.561909706375644
122,0.11373648399997904,-203.06,200.0,23.38864445593104
123,0.114589920999979,-217.0,199.14,23.17532086578534
124,0.11544260899997738,-228.92,199.34,22.47757860860505
125,0.11629920699997598,-201.5,199.88,24.39818712573116
126,0.11717227699997679,-203.06,200.0,22.06091088069532
127,0.11804467499997884,-201.9,200.0,21.84193628749888
128,0.11891366999997999,-221.58,200.0,21.836858012012463
129,0.11977760399998161,-215.24,200.0,21.838271995016537
130,0.12064395099998038,-204.22,200.0,19.44670324464703
131,0.12151362999998128,-229.38,198.76,22.056554502425257
132,0.1228841699999812,-232.0,197.6,21.861433538088118
133,0.12374947099998224,-237.86,200.0,20.329769575404413
134,0.12460961999998332,-238.44,200.0,18.326315410088206
135,0.12551519999998462,-213.1,197.2,16.193054437684783
136,0.12640739799998713,-213.64,198.72,16.348896399661385
137,0.12726491699998732,-202.1,197.7,16.534471709782707
138,0.128120852999988,-202.48,200.0,13.931146063316282
139,0.12897497799998803,-201.9,200.0,11.580045241636036
140,0.12983064999998817,-200.74,200.0,12.427571015899114
141,0.13069519099998672,-207.48,200.0,9.82417106135517
142,0.13165191099998808,-201.68,200.0,7.1925583143432075
143,0.13251635399998918,-201.32,200.0,4.249058585594293
144,0.13338032299999014,-202.66,200.0,4.071656523797463
145,0.13423703699999123,-200.52,200.0,4.1424192279799685
146,0.13509537499998814,-239.02,200.0,6.606835366505014
147,0.13598213299998818,-207.12,200.0,6.186809434475249
148,0.1369199979999891,-203.06,200.0,8.975325468651487
149,0.13778136899998827,-202.84,200.0,9.211130958266509
150,0.13871088299998746,-201.9,200.0,8.331200520139435
151,0.13956603299998704,-200.16,200.0,10.888137994289485
152,0.14042592099998785,-216.18,200.0,11.149577963557869
153,0.14136427799998685,-204.22,200.0,13.757649688854638
154,0.1422294259999859,-200.74,200.0,13.76032632349244
155,0.143090826999984,-233.22,200.0,16.29929267415221
156,0.14412623299998373,-231.74,199.38,15.993648761988123
157,0.14538702899998412,-200.74,200.0,16.232236517525617
158,0.14661403899998504,-203.06,200.0,13.462406703080603
159,0.14718326899998502,-203.64,200.0,15.530432945720449
160,0.14804887699998304,-204.22,200.0,15.535786123831326
161,0.14890627499998388,-204.22,200.0,12.992709662318509
162,0.14976591799998218,-207.12,200.0,12.731538566774041
163,0.15062554699998287,-203.64,200.0,13.203642936365151
164,0.1514870099999861,-204.12,197.86,13.455929267877597
165,0.15239319199998747,-204.8,200.0,10.637312945861886
166,0.15330742999998748,-202.48,200.0,8.303276058119618
167,0.15418959199998739,-206.14,200.0,5.688967970499495
168,0.15504750799998845,-201.28,196.98,5.66784861878273
169,0.1559025619999872,-196.62,198.48,3.3639445584456382
170,0.1567618869999876,-204.6,198.34,6.223872479548288
171,0.1576208669999879,-242.5,200.0,9.064457133693956
172,0.15849125099999029,-205.96,200.0,9.324185596942046
173,0.15935237499999033,-200.72,197.36,6.243994887340449
174,0.16025261199999008,-205.82,198.62,8.56765884541581
175,0.1611153709999904,-202.62,197.06,8.567232662388735
176,0.16215190599999119,-206.54,200.0,8.567455915132449
177,0.16302213799999166,-207.12,200.0,11.432740619317322
178,0.16389339799999192,-201.32,200.0,11.458528180938462
179,0.16476119199999317,-203.64,200.0,11.46082582977813
180,0.16574823799999194,-196.04,198.12,8.59317661740389
181,0.16666111999999345,-139.52,148.16,21.37499337793806
182,0.16762506899999252,-145.06,129.22,29.3447101955063
183,0.16812368199999383,-201.9,200.0,29.388895786711764
184,0.16902959399999418,-201.9,200.0,26.81070934234724
185,0.17033637999999485,-199.58,200.0,26.81071375636761
186,0.17120246499999325,-200.16,200.0,32.95362666807207
187,0.17209920299999482,-200.16,200.0,30.088341846453176
188,0.17301707299999336,-203.06,200.0,30.06255428302083
189,0.17388969999999304,-201.32,200.0,30.060256676674975
190,0.17475672399999453,-200.16,200.0,30.060255820896902
191,0.17564180799999463,-201.32,200.0,14.417498367244775
192,0.17649248599999368,-229.1,193.8,8.798203333949916
193,0.17735115299999293,-222.26,193.06,8.760665749299186
194,0.1782615659999962,-202.84,200.0,8.783717610680926
195,0.17912528899999813,-214.66,200.0,9.205765745701237
196,0.17998737199999937,-232.72,197.72,5.908110899723754
197,0.18084272699999815,-219.9,191.92,5.9472265230074886
198,0.18173230299999688,-200.74,186.58,23.261666472773527
199,0.1825105059999963,-170.08,144.64,39.22123363879484
200,0.18276297499999572,-169.58,159.76,44.830835562630156
201,0.18325663699999595,-89.56,71.86,49.25258731615841
202,0.18382427099999532,-3.58,30.78,54.922929342839346
203,0.18398144899999735,-2.2,25.98,62.39341728990913
204,0.18405089899999894,-16.54,44.06,70.03596605049329
205,0.1842370940000002,-10.82,39.32,79.52272544949089
206,0.18435801200000057,5.64,28.3,83.9686046609438
207,0.18448264700000294,-75.08,50.18,96.43493169579135
208,0.18467937400000167,-221.88,174.24,88.3717680392815
209,0.18520142100000214,-223.86,188.08,81.56860686532227
210,0.1856266510000033,-72.62,96.04,84.10829858318395
211,0.18578238300000294,-43.64,77.7,87.53775763003384
212,0.18598890700000226,-109.8,133.72,89.73662077689293
213,0.18647175999999988,-161.38,178.06,92.90978680193692
214,0.1873479979999999,-178.9,186.66,94.28221566324038
215,0.18792128099999772,-225.12,197.3,86.99932408146438
216,0.18877837599999836,-201.9,200.0,89.1490168672548
217,0.18964274000000003,-219.56,199.66,86.59845250925693
218,0.19051360899999992,-204.02,198.04,85.19927703947154
219,0.19140702700000034,-206.8,187.5,86.52112388625319
220,0.1920067199999984,-50.3,97.14,87.40066021992283
221,0.19210245600000064,-130.88,147.8,88.09169284609368
222,0.1923016610000019,-40.96,82.66,95.43152349706739
223,0.19242575799999884,-90.5,118.72,94.88235689884667
224,0.19250278199999826,-31.34,76.1,100.99610415422327
225,0.19272973699999696,10.48,50.46,115.63987661614424
226,0.19280570799999808,-34.12,80.74,110.15405421859626
227,0.19308967299999935,13.94,38.94,105.54647665062086
228,0.1931778659999992,-27.44,73.26,99.47187975740466
229,0.19331830999999866,14.06,30.66,105.1093683774973
230,0.19339462499999982,8.36,35.68,112.250874142817
231,0.1935577340000023,14.8,30.98,118.31058941319561
232,0.1936716820000015,14.74,33.62,110.57051713839087
233,0.19375368300000062,7.38,29.32,106.1329218000827
234,0.19382940299999873,4.62,24.98,96.11475964556638
235,0.19393059899999798,6.22,26.12,91.97238206415645
236,0.1940245989999987,10.58,24.32,92.60714254799754
237,0.19413253499999783,-63.56,98.96,92.30253332662464
238,0.19466246700000056,-21.9,76.2,95.35067498758221
239,0.1947656500000008,10.56,25.0,79.7528499463148
240,0.19483177700000098,3.94,25.16,68.06031389891386
241,0.19491003699999965,6.44,25.36,58.444251314667255
242,0.1950150740000005,4.22,26.88,52.81332317434558
243,0.19510434300000057,3.62,27.66,55.37459771039132
244,0.19517716800000073,-25.4,55.92,50.93847877588375
245,0.19525469100000237,-7.88,40.46,38.32347919971228
246,0.19553619500000252,-20.24,58.16,36.01947662035921
247,0.19575259400000178,-191.14,193.68,32.11695437585388
248,0.1958819250000019,-66.84,79.44,28.125596574185767
249,0.1959667610000011,-48.06,81.6,29.889229830000676
250,0.19612083299999838,-129.48,153.4,39.01077904468441
251,0.19627222999999816,36.96,26.0,51.16508481675467
252,0.19634730599999628,38.42,26.06,66.22499578931038
253,0.1964294909999964,16.46,46.68,71.61282135996444
254,0.19654669099999822,25.44,30.16,71.59702606868477
255,0.1966567599999962,30.3,25.88,88.45980796644727
256,0.19672348899999648,31.7,26.22,101.98008020379726
257,0.19732629299999616,-19.34,48.92,103.74193368126112
258,0.19742380299999596,-6.48,28.8,103.6520934878915
259,0.19751903199999532,-67.38,105.82,102.89720663380562
260,0.1976227019999932,-80.48,107.94,106.44756077087925
261,0.1979703629999925,-73.08,109.6,90.54624053110291
262,0.19810534199999097,-133.32,154.4,72.55085823275343
263,0.19834239199999004,-178.32,185.06,62.81028444448201
264,0.19863253699999106,-19.1,66.18,67.07422233314001
265,0.19871509499999007,-7.9,63.44,52.178797781926654
266,0.19888543299999029,-73.5,89.12,53.1135057196107
267,0.1989982249999933,-72.58,90.52,51.894736478008895
268,0.1991572119999958,31.84,26.66,53.899870730621295
269,0.1992478189999929,18.36,42.28,54.31172469672348
270,0.1993298139999915,-3.62,61.72,37.80483990988131
271,0.1994056239999935,33.02,27.62,51.89183167417998
272,0.1994785549999918,38.82,26.06,52.04390213731277
273,0.1995577759999918,-17.8,51.94,48.85743510365497
274,0.19972666799999317,-23.58,50.18,45.74436918990101
275,0.19991007799999494,-11.2,44.18,46.11633785876779
276,0.20003714699999264,31.92,27.16,31.460292629085764
277,0.20011808699998923,31.88,26.04,31.055944603110966
278,0.20021334299999083,18.38,41.5,30.550312593312118
279,0.20033184199999354,-185.5,174.48,42.83598104501307
280,0.20046528199999258,-170.64,165.02,46.78316229220447
281,0.20067224399999262,-72.12,97.6,34.29651644040265
282,0.20096033999999108,-55.86,80.02,33.96544584049436
283,0.2013423689999918,-91.16,106.92,45.11808695912341
284,0.20153257699999116,-58.5,84.7,48.475939164935426
285,0.20178602699999004,-144.08,132.32,47.75312210911941
286,0.201947804999989,-124.48,146.48,49.85504693710722
287,0.20214753199998725,-71.86,114.46,52.25552846388928
288,0.20293636099998835,-3.6,62.14,59.091486263207926
