iter,time,reward,steps,convergence
1,0.0009971030000031078,-431.2,198.96,90.03463338364477
2,0.002045837000004269,-222.78,200.0,81.94349128891517
3,0.00299594800000591,-205.96,200.0,74.3934400878997
4,0.004073647000005565,-254.84,199.56,65.47488153392081
5,0.0044740280000112875,-251.22,199.14,58.58466789239085
6,0.005358046000011996,-236.66,193.46,49.63368207251462
7,0.006258952000017359,-218.14,200.0,40.8573054632127
8,0.006879349000016077,-225.66,199.68,39.12642665841269
9,0.007950761000017792,-196.4,191.7,34.46878543731491
10,0.008183335000019554,-270.32,190.96,28.860290104350916
11,0.009057835000021441,-106.94,165.06,31.27900744239586
12,0.00937502000002155,-151.8,174.18,35.86911631231136
13,0.009709650000026215,-195.96,183.64,36.21667896771981
14,0.010336675000026219,-218.46,136.12,40.57880550968753
15,0.010750058000027707,27.58,54.52,45.670158362233074
16,0.01101802800003071,-29.06,88.8,47.24231534175518
17,0.011274388000025226,-168.86,182.66,52.55048102745572
18,0.011540715000023738,-172.74,184.4,49.47392785946463
19,0.011735375000021975,-132.42,161.9,49.927746065566716
20,0.01194104900002202,-90.76,124.56,53.376799782058264
21,0.012111313000026769,-90.98,123.9,54.07497041927171
22,0.012280315000026576,-108.96,147.86,52.2877729572182
23,0.012507493000029513,-126.42,152.42,57.84566608819421
24,0.012660912000029612,-117.5,146.28,59.254168496324645
25,0.012775315000027376,9.24,55.06,56.577978613964206
26,0.013040515000021458,-137.0,157.24,57.43212649168662
27,0.013259405000020763,-19.66,77.02,58.074876029402105
28,0.013370136000020238,-411.44,74.4,63.43977946408482
29,0.01356129000001971,34.22,31.24,66.05490031197687
30,0.013696175000021071,30.0,27.34,66.10740351380286
31,0.01378801400002061,38.02,28.02,64.86267382845145
32,0.013875593000022945,35.48,25.92,68.21389318982779
33,0.01399045900001994,8.56,51.1,63.00689404215759
34,0.0141541470000206,32.62,25.3,64.10707972794799
35,0.014250247000020977,21.36,45.84,66.62368379556037
36,0.014335146000021837,32.26,28.86,63.85025351492561
37,0.01447614000002062,28.54,29.96,65.45924925029286
38,0.014585151000026997,35.44,25.96,57.83310741724743
39,0.014660619000025576,35.48,25.92,52.2809434649753
40,0.014728964000020994,25.2,42.0,52.35002725915585
41,0.014798632000022849,17.58,44.4,52.50782342308808
42,0.014873545000021693,-194.68,179.9,47.45858647541898
43,0.015089247000027228,-15.06,82.84,47.34588002547257
44,0.015245983000028218,-19.04,80.44,40.70559463024438
45,0.015402741000031028,-37.3,88.0,40.3205977744568
46,0.015517478000028007,-105.66,132.7,48.322703108768806
47,0.015615163000028076,20.78,43.52,47.45888196318424
48,0.015768716000032157,27.62,40.16,47.24269384866348
49,0.015955263000030584,8.96,54.48,46.47814604711963
50,0.01612828900003649,5.06,53.16,41.24833930566677
51,0.016517011000040327,36.66,26.48,39.13414693123049
52,0.01663611800004361,36.84,26.88,38.97863436190282
53,0.016742176000043685,2.04,60.52,43.21193608485842
54,0.01684813400004259,-17.48,76.56,44.77339568865629
55,0.016949288000041918,7.48,57.4,39.97689481776767
56,0.017028518000039128,-59.42,107.84,32.0603664099513
57,0.0171433740000424,19.38,42.02,26.30120494476974
58,0.017265539000042907,14.46,44.62,24.129656384839382
59,0.017354337000043074,21.7,44.34,24.003813994711283
60,0.017458370000042578,-18.82,79.36,21.982421150574464
61,0.017633722000041985,31.38,35.82,25.75091237697103
62,0.017796192000041344,41.06,26.72,25.526718728663838
63,0.017873176000044566,37.8,25.34,19.862012603259654
64,0.017959931000049778,24.86,40.6,21.244335569948923
65,0.01805518800005501,-8.4,70.96,18.910793787657457
66,0.018183492000055423,-148.2,155.92,18.973572024159335
67,0.018339625000052706,-2.1,61.18,21.851460144561038
68,0.018463946000053966,-28.84,89.1,23.740405185148983
69,0.01863132100005771,7.96,54.6,24.93959916547893
70,0.018780250000055787,28.56,35.74,26.78112420894907
71,0.018920475000058445,-45.44,99.34,29.80742404873995
72,0.019068936000060432,-120.92,153.86,30.661602892615274
73,0.019176913000059415,20.62,41.94,32.507788749126746
74,0.019401914000063414,-8.08,64.56,28.86772517928452
75,0.019524950000068486,38.02,26.28,30.779330512622362
76,0.019617005000071686,-136.48,153.44,36.877949444143084
77,0.01977288200007621,-2.12,66.42,32.59183503538324
78,0.019937139000077764,-15.1,50.98,32.21119175219724
79,0.02005279500008328,35.78,28.52,31.926295008372584
80,0.020141409000082433,-9.3,68.4,30.251227181164843
81,0.020328525000081754,-34.4,96.96,27.310393862024455
82,0.02049087800008209,-10.3,69.1,25.118598580659935
83,0.02065697400008304,-20.86,82.28,22.22092365188592
84,0.020802273000086302,33.62,27.2,29.532095379671794
85,0.020915534000089053,37.22,25.92,27.579946062481802
86,0.020998879000089232,38.46,25.26,21.304493414511818
87,0.021079921000087154,-143.76,154.08,23.69040543875391
88,0.021212206000086553,32.14,31.0,24.074355720373827
